exp_name,train_acc,val_acc,val_loss,gap
exp003_mixup,50.60107078552246,66.58,1.0332881287683415,15.978929214477539
exp004_cutmix,45.02513671875,66.79,1.4553411550159696,21.76486328125001
exp005_ls,76.664,75.82,1.085780590395384,-0.8440000000000083
